mon,prez_gop,gov_gop,sen_gop,rep_gop,prez_dem,gov_dem,sen_dem,rep_dem
2003/11/15,1,27,51,231,0,25,48,203
2003/12/15,1,27,51,231,0,25,48,203
2004/1/15,1,28,51,229,0,22,48,203
2004/2/15,1,28,51,229,0,22,48,203
2004/3/15,1,28,51,229,0,22,48,204
2004/4/15,1,28,51,229,0,22,48,204
2004/5/15,1,28,51,229,0,22,48,204
2004/6/15,1,28,51,229,0,22,48,204
2004/7/15,1,29,51,229,0,22,48,204
2004/8/15,1,29,51,229,0,22,48,205
2004/9/15,1,29,51,229,0,22,48,205
2004/10/15,1,29,51,229,0,22,48,205
2004/11/15,1,29,51,229,0,23,48,205
2004/12/15,1,29,51,229,0,23,48,205
2005/1/15,1,28,54,232,0,22,45,201
2005/2/15,1,28,54,232,0,22,45,201
2005/3/15,1,28,54,232,0,22,45,202
2005/4/15,1,28,54,232,0,22,45,202
2005/5/15,1,28,54,231,0,22,45,202
2005/6/15,1,28,54,231,0,22,45,202
2005/7/15,1,28,54,231,0,22,45,202
2005/8/15,1,28,54,231,0,22,45,202
2005/9/15,1,28,54,232,0,22,45,202
2005/10/15,1,28,54,232,0,22,45,202
2005/11/15,1,28,54,232,0,22,45,202
2005/12/15,1,28,54,232,0,22,45,202
2006/1/15,1,28,54,231,0,22,45,201
2006/2/15,1,28,54,231,0,22,45,201
2006/3/15,1,28,54,231,0,22,45,201
2006/4/15,1,28,54,231,0,22,45,201
2006/5/15,1,28,54,231,0,22,45,201
2006/6/15,1,28,54,231,0,22,45,201
2006/7/15,1,28,54,231,0,22,45,201
2006/8/15,1,28,54,231,0,22,45,201
2006/9/15,1,28,54,231,0,22,45,201
2006/10/15,1,28,54,231,0,22,45,201
2006/11/15,1,28,54,232,0,22,45,202
2006/12/15,1,28,54,232,0,22,45,202
2007/1/15,1,22,48,201,0,28,50,233
2007/2/15,1,22,48,201,0,28,50,233
2007/3/15,1,22,48,201,0,28,50,233
2007/4/15,1,22,48,201,0,28,50,233
2007/5/15,1,22,48,201,0,28,50,232
2007/6/15,1,22,47,201,0,28,50,232
2007/7/15,1,22,48,201,0,28,50,232
2007/8/15,1,22,48,202,0,28,50,232
2007/9/15,1,22,48,202,0,28,50,233
2007/10/15,1,22,48,202,0,28,50,233
2007/11/15,1,22,48,202,0,28,50,234
2007/12/15,1,22,48,202,0,28,50,234
2008/1/15,1,22,48,198,0,28,50,231
2008/2/15,1,22,48,198,0,28,50,231
2008/3/15,1,22,48,198,0,28,50,233
2008/4/15,1,22,48,198,0,28,50,234
2008/5/15,1,22,48,199,0,28,50,235
2008/6/15,1,22,48,199,0,28,50,235
2008/7/15,1,22,48,199,0,28,50,236
2008/8/15,1,22,48,199,0,28,50,236
2008/9/15,1,22,48,199,0,28,50,236
2008/10/15,1,22,48,199,0,28,50,236
2008/11/15,1,22,48,199,0,28,50,236
2008/12/15,1,22,48,199,0,28,50,236
2009/1/15,0,22,40,179,1,28,57,254
2009/2/15,0,22,40,179,1,28,57,254
2009/3/15,0,22,40,179,1,28,57,253
2009/4/15,0,22,40,179,1,28,57,254
2009/5/15,0,22,40,179,1,28,57,255
2009/6/15,0,22,40,179,1,28,57,255
2009/7/15,0,22,40,179,1,28,58,254
2009/8/15,0,24,40,179,1,28,58,255
2009/9/15,0,24,41,179,1,28,58,255
2009/10/15,0,24,41,179,1,28,59,255
2009/11/15,0,24,41,179,1,28,59,257
2009/12/15,0,24,41,179,1,28,59,257
2010/1/15,0,24,41,178,1,26,57,255
2010/2/15,0,24,41,178,1,26,57,255
2010/3/15,0,24,41,178,1,26,57,253
2010/4/15,0,24,41,177,1,26,57,254
2010/5/15,0,24,41,177,1,26,57,254
2010/6/15,0,24,41,178,1,26,57,255
2010/7/15,0,24,41,178,1,26,56,255
2010/8/15,0,24,41,178,1,26,57,255
2010/9/15,0,24,41,178,1,26,57,255
2010/10/15,0,24,41,178,1,26,57,255
2010/11/15,0,24,41,178,1,27,59,255
2010/12/15,0,24,41,178,1,27,59,255
2011/1/15,0,29,47,241,1,21,51,193
2011/2/15,0,29,47,241,1,21,51,193
2011/3/15,0,29,47,241,1,21,51,192
2011/4/15,0,29,47,241,1,21,51,192
2011/5/15,0,29,47,240,1,21,51,192
2011/6/15,0,29,47,240,1,21,51,193
2011/7/15,0,29,47,240,1,21,51,192
2011/8/15,0,29,47,240,1,21,51,193
2011/9/15,0,29,47,242,1,21,51,193
2011/10/15,0,29,47,242,1,21,51,193
2011/11/15,0,29,47,242,1,21,51,193
2011/12/15,0,29,47,242,1,21,51,193
2012/1/15,0,29,47,242,1,21,51,192
2012/2/15,0,29,47,242,1,21,51,192
2012/3/15,0,29,47,242,1,21,51,191
2012/4/15,0,29,47,242,1,21,51,190
2012/5/15,0,29,47,242,1,21,51,190
2012/6/15,0,29,47,242,1,21,51,191
2012/7/15,0,29,47,242,1,21,51,191
2012/8/15,0,29,47,242,1,21,51,191
2012/9/15,0,29,47,242,1,21,51,191
2012/10/15,0,29,47,242,1,21,51,191
2012/11/15,0,29,47,243,1,21,51,194
2012/12/15,0,29,47,243,1,21,51,194
2013/1/15,0,30,45,232,1,20,53,200
2013/2/15,0,30,45,232,1,20,53,200
2013/3/15,0,30,45,232,1,20,53,200
2013/4/15,0,30,45,232,1,20,53,201
2013/5/15,0,30,45,233,1,20,53,201
2013/6/15,0,30,46,234,1,20,52,201
2013/7/15,0,30,46,234,1,20,52,201
2013/8/15,0,30,46,234,1,20,53,201
2013/9/15,0,30,46,234,1,20,53,201
2013/10/15,0,30,46,234,1,20,53,201
2013/11/15,0,30,46,234,1,20,54,201
2013/12/15,0,30,46,234,1,20,54,201
2014/1/15,0,29,45,232,1,21,53,200
2014/2/15,0,29,45,232,1,21,53,200
2014/3/15,0,29,45,233,1,21,53,199
2014/4/15,0,29,45,233,1,21,53,199
2014/5/15,0,29,45,233,1,21,53,199
2014/6/15,0,29,45,233,1,21,53,199
2014/7/15,0,29,45,234,1,21,53,199
2014/8/15,0,29,45,234,1,21,53,199
2014/9/15,0,29,45,234,1,21,53,199
2014/10/15,0,29,45,234,1,21,53,199
2014/11/15,0,29,45,235,1,21,53,201
2014/12/15,0,29,45,235,1,21,53,201
2015/1/15,0,31,54,245,1,18,44,188
2015/2/15,0,31,54,245,1,18,44,188
2015/3/15,0,31,54,245,1,18,44,188
2015/4/15,0,31,54,244,1,18,44,188
2015/5/15,0,31,54,245,1,18,44,188
2015/6/15,0,31,54,246,1,18,44,188
